"id","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28"
"FOODS_3_186_TX_3_validation","3","2","3","4","2","2","2","3","3","1","1","1","3","3","3","2","1","1","1","1","4","4","2","1","2","2","2","3"
"FOODS_3_187_TX_3_validation","2","1","1","1","4","2","2","8","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_188_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_189_TX_3_validation","1","2","1","1","1","1","1","5","2","2","2","2","2","4","1","1","2","1","1","2","1","2","4","1","1","1","1","2"
"FOODS_3_190_TX_3_validation","1","1","1","1","1","1","2","2","1","7","7","10","1","1","1","7","2","1","7","1","1","1","1","1","1","1","1","1"
"FOODS_3_191_TX_3_validation","2","12","1","1","11","2","13","1","13","11","2","11","12","15","11","1","12","13","11","12","12","2","2","1","2","1","11","11"
"FOODS_3_192_TX_3_validation","2","1","2","1","1","2","2","2","1","1","2","1","1","1","1","2","2","2","2","2","1","1","2","1","1","1","2","1"
"FOODS_3_193_TX_3_validation","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_194_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1"
"FOODS_3_195_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_196_TX_3_validation","1","1","1","2","1","1","1","1","2","2","3","1","1","3","3","3","2","1","6","4","4","2","2","1","2","2","2","1"
"FOODS_3_197_TX_3_validation","1","1","1","1","1","2","2","1","1","1","1","2","1","1","1","1","1","2","1","1","1","1","1","1","1","1","2","1"
"FOODS_3_198_TX_3_validation","1","1","1","1","3","1","1","1","3","2","1","2","1","2","1","1","2","1","1","1","3","1","2","1","1","1","3","1"
"FOODS_3_199_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","2","2"
"FOODS_3_200_TX_3_validation","2","8","9","9","1","2","1","2","1","2","1","8","2","8","9","2","9","8","2","8","9","9","2","8","2","1","9","1"
"FOODS_3_201_TX_3_validation","9","8","5","8","5","2","8","7","10","1","5","5","7","8","1","7","9","7","8","5","5","5","2","5","10","7","2","5"
"FOODS_3_202_TX_3_validation","48","37","19","27","18","31","70","31","19","29","31","31","27","62","53","26","19","21","33","12","33","44","18","21","22","22","26","23"
"FOODS_3_203_TX_3_validation","2","2","1","1","2","6","1","1","6","2","7","2","6","7","2","2","11","10","2","6","6","8","7","7","1","2","2","7"
"FOODS_3_204_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_205_TX_3_validation","16","10","2","1","1","1","10","14","9","10","1","2","9","11","2","9","1","1","1","10","9","1","1","2","14","9","9","10"
"FOODS_3_206_TX_3_validation","1","2","1","1","1","1","2","1","1","4","1","2","1","4","1","3","3","2","3","1","1","1","1","1","1","3","3","5"
"FOODS_3_207_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2"
"FOODS_3_208_TX_3_validation","2","2","1","2","1","1","5","3","1","1","1","1","2","4","2","2","1","1","3","1","1","1","1","1","1","3","2","3"
"FOODS_3_209_TX_3_validation","2","1","1","1","1","1","1","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","2","1","1","2","1","3"
"FOODS_3_210_TX_3_validation","1","1","1","1","1","1","2","3","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","2"
"FOODS_3_211_TX_3_validation","2","1","1","2","1","1","1","4","2","1","4","4","2","2","1","1","1","1","7","1","1","2","2","1","1","1","1","1"
"FOODS_3_212_TX_3_validation","2","3","1","3","2","1","3","1","2","2","1","3","1","1","1","4","1","1","1","1","2","2","2","2","1","1","2","1"
"FOODS_3_213_TX_3_validation","27","27","27","27","3","4","29","2","13","26","28","2","2","29","28","26","1","1","23","1","26","26","1","2","2","2","1","13"
"FOODS_3_214_TX_3_validation","2","4","1","6","4","1","2","4","1","1","1","1","1","1","1","1","1","1","1","1","1","4","1","2","2","2","1","1"
"FOODS_3_215_TX_3_validation","11","11","11","11","12","12","1","13","2","17","13","2","14","1","2","15","13","11","14","11","12","11","11","11","12","11","14","14"
"FOODS_3_216_TX_3_validation","1","1","1","1","1","2","1","1","3","1","1","1","1","1","4","1","1","1","3","1","1","1","1","1","2","1","1","1"
"FOODS_3_217_TX_3_validation","1","1","1","2","2","2","2","2","5","1","1","1","1","1","1","1","1","1","2","2","1","2","1","2","2","2","1","1"
"FOODS_3_218_TX_3_validation","3","2","1","1","1","1","2","1","2","1","4","4","2","2","1","3","2","1","3","3","1","1","3","2","1","1","2","1"
"FOODS_3_219_TX_3_validation","1","1","1","1","1","9","1","2","1","2","7","2","1","2","2","2","6","1","1","2","7","2","6","1","2","1","1","1"
"FOODS_3_220_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_221_TX_3_validation","1","1","1","1","2","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","1","2","2","2","1","1","1","1"
"FOODS_3_222_TX_3_validation","1","2","2","1","2","2","3","2","1","2","1","1","1","1","1","1","1","3","1","2","1","3","1","2","1","1","1","1"
"FOODS_3_223_TX_3_validation","1","1","2","1","1","2","1","1","2","1","1","1","1","1","2","3","3","1","1","1","1","2","1","1","1","1","1","1"
"FOODS_3_224_TX_3_validation","1","13","10","2","1","1","10","13","13","1","16","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_225_TX_3_validation","3","2","3","1","1","6","2","2","5","3","2","1","3","5","6","2","2","1","3","1","3","6","2","3","2","2","1","2"
"FOODS_3_226_TX_3_validation","7","3","29","3","9","14","6","28","28","4","4","6","8","19","8","10","13","30","29","4","17","5","28","7","30","10","3","14"
"FOODS_3_227_TX_3_validation","5","26","3","21","29","6","11","25","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_228_TX_3_validation","3","25","24","7","27","11","15","28","28","7","12","5","8","19","10","25","3","10","6","28","11","4","5","7","23","25","25","3"
"FOODS_3_229_TX_3_validation","1","2","1","1","2","1","5","2","1","2","1","1","2","1","2","1","5","1","1","1","1","1","4","2","4","1","1","6"
"FOODS_3_230_TX_3_validation","16","11","13","11","16","18","10","15","2","11","13","1","14","18","14","14","11","11","13","11","15","19","13","14","11","2","11","13"
"FOODS_3_231_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_232_TX_3_validation","5","2","2","2","1","7","2","7","1","2","5","1","5","2","7","1","10","1","2","1","2","8","1","5","2","2","1","1"
"FOODS_3_233_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","4","17","16"
"FOODS_3_234_TX_3_validation","3","67","25","67","8","6","55","6","10","65","29","8","6","27","65","7","8","8","38","18","55","3","12","26","61","16","67","22"
"FOODS_3_235_TX_3_validation","5","2","1","2","2","2","1","1","1","1","1","4","2","1","1","1","1","4","5","2","4","2","1","1","1","1","2","1"
"FOODS_3_236_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","5","1","2"
"FOODS_3_237_TX_3_validation","24","1","13","32","1","24","13","42","1","1","1","43","1","2","32","32","2","37","2","1","8","2","37","42","2","1","2","1"
"FOODS_3_238_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_239_TX_3_validation","2","1","2","1","2","1","2","3","2","1","1","1","2","3","3","1","1","1","2","1","1","1","1","1","1","1","2","2"
"FOODS_3_240_TX_3_validation","1","1","1","2","2","1","1","2","3","3","2","1","2","2","2","2","2","1","1","1","1","1","3","2","2","3","1","1"
"FOODS_3_241_TX_3_validation","9","10","1","1","1","1","1","2","9","2","1","1","1","9","9","13","11","2","1","9","1","9","1","12","2","1","9","2"
"FOODS_3_242_TX_3_validation","1","1","3","1","1","1","2","5","2","1","1","2","1","2","1","2","1","1","3","1","2","1","4","1","2","1","1","1"
"FOODS_3_243_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_244_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","1","1","1","1","1","1","1","1"
"FOODS_3_245_TX_3_validation","11","4","44","43","4","10","15","10","4","3","13","1","1","44","41","2","3","44","34","39","13","41","41","13","24","34","13","42"
"FOODS_3_246_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_247_TX_3_validation","1","1","1","1","1","1","2","1","4","1","1","2","3","1","2","1","1","1","1","2","1","1","1","1","2","1","4","1"
"FOODS_3_248_TX_3_validation","3","2","4","1","1","1","1","2","1","2","2","1","1","2","2","1","1","1","1","1","2","1","2","1","1","1","1","2"
"FOODS_3_249_TX_3_validation","1","13","7","9","2","7","1","7","1","1","1","7","2","1","2","9","1","2","1","8","1","7","2","1","10","8","7","8"
"FOODS_3_250_TX_3_validation","1","4","1","2","2","2","2","4","2","2","4","6","1","4","4","1","2","1","5","1","7","6","2","2","1","1","7","4"
"FOODS_3_251_TX_3_validation","1","1","1","1","2","1","3","1","1","2","1","2","1","1","1","1","1","1","1","1","2","1","1","2","1","2","2","1"
"FOODS_3_252_TX_3_validation","67","67","39","56","72","97","78","73","72","52","55","80","82","4","72","54","52","57","84","58","119","84","67","70","64","57","56","100"
"FOODS_3_253_TX_3_validation","3","1","1","1","2","1","3","3","1","1","1","2","3","1","2","2","3","3","2","1","1","4","3","1","2","1","1","2"
"FOODS_3_254_TX_3_validation","3","2","1","2","1","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_255_TX_3_validation","1","1","1","1","3","2","2","1","2","1","1","1","1","1","1","2","1","1","2","2","1","1","2","3","1","1","1","1"
"FOODS_3_256_TX_3_validation","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","4","1"
"FOODS_3_257_TX_3_validation","4","2","2","2","2","4","4","4","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_258_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_259_TX_3_validation","13","19","13","2","13","18","1","18","13","13","1","6","18","21","18","18","21","13","21","21","18","19","20","19","18","18","20","13"
"FOODS_3_260_TX_3_validation","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_261_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_262_TX_3_validation","2","1","5","4","1","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","3","1","1"
"FOODS_3_263_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_264_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_265_TX_3_validation","5","2","4","2","4","4","2","1","1","2","1","1","2","4","2","2","4","1","1","1","1","2","4","2","1","4","2","2"
"FOODS_3_266_TX_3_validation","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","2","1","1","1","2","1"
"FOODS_3_267_TX_3_validation","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","2","1","2","1","1","1","8","1","1","1","2","8","10"
"FOODS_3_268_TX_3_validation","1","1","1","2","1","2","2","1","1","1","2","1","1","3","2","1","3","2","1","1","1","3","2","1","3","2","1","1"
"FOODS_3_269_TX_3_validation","5","1","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","5","2","1","2","1","2","1","2","1","1","5"
"FOODS_3_270_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_271_TX_3_validation","1","9","2","9","1","2","1","9","9","2","1","2","2","2","8","1","10","8","1","1","10","2","1","2","2","8","1","2"
"FOODS_3_272_TX_3_validation","1","1","1","2","2","1","1","1","1","1","2","3","1","1","2","1","1","2","1","2","1","4","1","2","1","1","1","1"
"FOODS_3_273_TX_3_validation","1","2","1","1","1","1","1","6","2","1","1","2","3","4","1","5","1","1","5","1","1","2","1","1","1","1","1","1"
"FOODS_3_274_TX_3_validation","9","1","1","12","1","2","12","2","2","1","1","2","9","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_275_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_276_TX_3_validation","2","2","2","1","1","10","10","9","10","1","2","2","9","2","12","2","1","2","2","1","10","11","2","1","1","9","1","9"
"FOODS_3_277_TX_3_validation","2","2","2","2","2","10","1","9","2","10","2","1","2","11","10","9","10","10","9","1","11","2","9","2","1","2","14","9"
"FOODS_3_278_TX_3_validation","1","2","8","5","1","2","6","1","2","2","2","9","5","1","2","2","2","5","1","2","5","1","5","5","1","1","7","1"
"FOODS_3_279_TX_3_validation","1","1","1","2","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1"
"FOODS_3_280_TX_3_validation","2","3","1","1","1","1","2","2","1","2","1","1","1","1","1","2","1","1","1","1","1","3","1","1","2","1","1","2"
"FOODS_3_281_TX_3_validation","53","35","42","24","1","13","5","42","1","13","42","49","35","35","24","35","2","13","24","2","53","24","1","2","24","1","35","1"
"FOODS_3_282_TX_3_validation","4","6","13","3","33","4","4","5","32","32","30","6","3","20","5","4","8","11","4","3","15","22","34","32","28","35","32","24"
"FOODS_3_283_TX_3_validation","1","2","1","1","5","4","1","1","2","2","4","1","2","1","1","5","1","1","4","5","1","2","1","2","1","2","2","2"
"FOODS_3_284_TX_3_validation","3","2","1","1","1","1","1","1","1","1","4","1","1","4","2","1","2","1","2","1","1","2","1","1","1","1","1","1"
"FOODS_3_285_TX_3_validation","11","8","1","8","2","11","1","10","1","1","1","2","8","1","2","2","8","10","1","10","1","1","10","2","1","1","1","1"
"FOODS_3_286_TX_3_validation","1","1","2","4","5","1","2","1","3","1","1","1","2","1","2","1","2","1","3","1","1","1","1","1","3","1","1","1"
"FOODS_3_287_TX_3_validation","1","1","1","4","1","1","2","2","1","1","1","1","1","2","1","1","3","1","2","2","1","1","3","1","2","2","1","2"
"FOODS_3_288_TX_3_validation","27","3","27","26","4","27","26","4","6","28","3","27","25","5","30","12","25","8","3","3","7","6","15","30","6","22","5","9"
"FOODS_3_289_TX_3_validation","1","1","1","1","2","1","1","2","2","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","1","1"
"FOODS_3_290_TX_3_validation","12","15","15","12","1","2","2","1","1","16","15","16","15","12","1","4","1","1","15","17","1","1","1","17","15","1","16","2"
"FOODS_3_291_TX_3_validation","1","8","1","2","5","5","2","1","7","2","1","10","1","7","1","7","6","6","2","1","2","6","2","5","1","5","1","1"
"FOODS_3_292_TX_3_validation","6","2","2","1","2","1","2","8","1","9","6","7","1","2","6","8","6","1","2","8","9","2","6","6","2","1","1","1"
"FOODS_3_293_TX_3_validation","1","1","1","2","2","1","1","1","4","2","1","1","1","3","1","1","1","3","2","1","1","1","1","1","1","1","1","1"
"FOODS_3_294_TX_3_validation","8","1","1","2","1","1","1","2","9","1","9","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","2","1"
"FOODS_3_295_TX_3_validation","33","21","42","13","42","42","39","10","42","3","42","33","38","3","7","3","43","4","9","43","33","39","8","41","3","9","42","2"
"FOODS_3_296_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_297_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_298_TX_3_validation","2","1","1","2","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","2","1"
"FOODS_3_299_TX_3_validation","1","2","4","2","1","3","3","4","2","1","1","3","1","2","2","2","2","2","2","2","3","2","1","1","5","1","2","5"
"FOODS_3_300_TX_3_validation","14","11","13","11","13","11","2","16","14","13","15","11","18","13","2","14","1","18","1","11","15","13","11","13","2","1","1","17"
"FOODS_3_301_TX_3_validation","3","1","1","1","4","2","1","3","2","1","2","1","1","1","2","1","1","3","3","1","2","2","1","2","2","3","1","2"
"FOODS_3_302_TX_3_validation","1","1","1","9","8","2","2","9","2","2","2","8","2","8","8","8","7","2","7","7","1","2","2","1","7","10","2","8"
"FOODS_3_303_TX_3_validation","5","1","1","2","1","1","1","5","1","1","1","1","2","1","1","4","6","5","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_304_TX_3_validation","6","6","1","5","2","2","7","5","5","2","1","5","2","4","2","5","2","6","1","5","8","2","6","5","2","1","7","5"
"FOODS_3_305_TX_3_validation","2","2","1","5","2","1","5","2","2","6","2","1","2","1","1","1","2","2","5","1","2","2","2","5","5","1","8","6"
"FOODS_3_306_TX_3_validation","2","1","1","1","2","2","10","2","6","1","2","1","2","2","2","2","2","6","1","9","7","1","1","9","6","1","2","1"
"FOODS_3_307_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_308_TX_3_validation","1","1","5","1","4","1","4","4","1","2","1","6","1","5","1","1","2","2","1","3","1","2","2","2","1","1","1","3"
"FOODS_3_309_TX_3_validation","1","1","1","1","2","1","2","1","2","1","2","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_310_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_311_TX_3_validation","3","2","6","3","1","4","3","4","4","1","3","6","1","1","2","3","2","2","2","1","2","1","1","2","1","1","1","2"
"FOODS_3_312_TX_3_validation","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_313_TX_3_validation","24","32","55","2","38","13","13","2","38","24","32","1","32","13","2","2","38","24","2","24","2","2","13","32","32","1","1","32"
"FOODS_3_314_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_315_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_316_TX_3_validation","1","1","1","1","1","2","1","1","2","1","1","1","1","1","1","1","2","1","2","2","1","2","2","1","1","1","1","2"
"FOODS_3_317_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_318_TX_3_validation","27","54","16","54","27","37","61","16","54","27","27","37","16","58","37","45","37","37","2","45","2","1","45","2","58","2","61","45"
"FOODS_3_319_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_320_TX_3_validation","1","1","1","1","2","2","2","1","4","1","2","1","1","1","1","3","1","1","1","1","1","1","1","2","1","2","1","2"
"FOODS_3_321_TX_3_validation","3","3","13","22","13","13","20","13","20","2","18","18","20","22","6","23","3","18","24","22","12","22","22","23","24","4","4","25"
"FOODS_3_322_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","6","1","4"
"FOODS_3_323_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_324_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","10","8","10","1","11","11","2","11","1","12","14"
"FOODS_3_325_TX_3_validation","1","1","1","1","1","2","1","1","2","2","1","2","1","2","1","1","2","2","1","1","1","2","1","1","2","1","2","2"
"FOODS_3_326_TX_3_validation","6","1","4","1","6","2","4","1","1","2","4","2","2","2","1","2","1","1","2","1","2","1","2","4","1","1","1","1"
"FOODS_3_327_TX_3_validation","1","1","19","27","19","1","23","25","26","19","1","2","19","25","19","19","2","13","19","2","1","19","19","1","26","23","13","1"
"FOODS_3_328_TX_3_validation","1","1","1","2","2","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1"
"FOODS_3_329_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_330_TX_3_validation","4","5","1","6","4","2","2","7","1","1","7","1","2","2","1","1","4","2","2","5","1","4","8","2","1","5","6","2"
"FOODS_3_331_TX_3_validation","5","1","5","2","5","1","1","1","8","6","2","1","1","2","1","2","5","6","2","6","1","1","1","6","1","1","2","2"
"FOODS_3_332_TX_3_validation","16","12","15","17","2","15","1","2","2","2","1","2","1","2","12","16","18","15","1","2","1","1","1","1","2","2","1","1"
"FOODS_3_333_TX_3_validation","2","27","24","29","27","7","13","8","25","13","26","25","24","9","3","28","26","28","25","27","7","21","3","3","24","26","10","10"
"FOODS_3_334_TX_3_validation","7","7","11","1","7","10","8","1","7","2","1","7","1","1","1","2","2","1","2","2","1","1","8","2","2","2","8","1"
"FOODS_3_335_TX_3_validation","2","11","11","1","1","13","12","12","2","1","1","11","1","2","11","8","11","8","1","1","1","2","2","2","8","2","2","1"
"FOODS_3_336_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_337_TX_3_validation","2","1","1","1","1","1","2","1","1","2","1","1","1","1","1","3","1","1","2","1","1","1","1","2","1","1","1","1"
"FOODS_3_338_TX_3_validation","1","3","1","1","1","5","1","1","1","1","1","1","1","1","1","1","1","5","1","1","1","1","1","1","1","1","1","2"
"FOODS_3_339_TX_3_validation","12","13","2","2","1","12","1","11","13","1","2","1","1","2","1","11","1","14","1","1","2","2","8","8","12","1","1","1"
"FOODS_3_340_TX_3_validation","2","2","1","3","2","1","2","3","2","1","1","1","1","3","1","6","1","1","2","4","1","3","1","3","1","2","1","3"
"FOODS_3_341_TX_3_validation","2","1","1","4","2","2","6","1","1","1","1","1","1","2","1","1","1","4","1","1","2","1","2","1","1","1","1","1"
"FOODS_3_342_TX_3_validation","26","13","1","30","26","26","24","25","4","1","13","4","25","28","13","23","25","1","2","23","23","30","2","3","1","2","28","23"
"FOODS_3_343_TX_3_validation","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_344_TX_3_validation","5","4","2","2","1","1","2","1","3","3","1","1","5","3","2","5","2","1","1","3","1","2","2","1","2","1","2","3"
"FOODS_3_345_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_346_TX_3_validation","6","21","2","13","1","13","20","19","2","22","1","1","1","1","1","1","1","1","1","18","20","1","1","1","1","1","1","18"
"FOODS_3_347_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_348_TX_3_validation","4","33","29","22","1","17","1","8","1","34","22","29","29","33","13","13","29","5","13","28","28","32","16","28","13","1","29","13"
"FOODS_3_349_TX_3_validation","2","24","2","13","24","27","25","20","20","24","22","26","22","5","26","20","13","24","20","1","25","4","22","2","22","13","24","27"
"FOODS_3_350_TX_3_validation","1","2","2","1","2","1","2","1","1","2","1","1","1","1","1","1","1","1","2","1","2","6","1","1","2","1","2","2"
"FOODS_3_351_TX_3_validation","1","1","10","2","12","16","1","10","12","1","1","14","2","1","17","1","2","1","2","1","1","1","1","1","1","1","1","1"
"FOODS_3_352_TX_3_validation","1","1","4","1","1","2","2","1","3","1","2","2","1","3","3","3","1","1","2","2","2","2","1","1","1","1","2","1"
"FOODS_3_353_TX_3_validation","2","3","2","1","2","1","2","5","6","4","5","3","3","4","3","5","6","3","3","6","3","5","4","1","2","1","6","3"
"FOODS_3_354_TX_3_validation","1","1","1","1","1","1","1","1","1","1","2","1","2","4","2","1","3","1","1","1","4","2","1","1","2","1","1","1"
"FOODS_3_355_TX_3_validation","1","1","1","1","8","1","2","2","10","2","1","8","2","2","8","1","14","1","1","1","1","1","1","1","1","2","2","12"
"FOODS_3_356_TX_3_validation","1","3","1","1","1","1","1","1","2","1","1","1","3","1","1","1","1","2","1","1","3","1","1","1","3","1","1","1"
"FOODS_3_357_TX_3_validation","1","1","1","3","2","2","2","2","2","1","1","2","1","2","2","1","2","2","2","1","2","2","1","2","2","1","2","1"
"FOODS_3_358_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_359_TX_3_validation","1","1","2","2","1","1","1","1","1","1","2","1","1","2","3","1","1","1","3","1","1","2","1","1","1","1","1","1"
"FOODS_3_360_TX_3_validation","2","2","1","19","3","21","23","2","2","2","1","13","2","2","13","19","13","2","2","20","1","1","1","2","2","2","13","2"
"FOODS_3_361_TX_3_validation","1","5","1","1","1","1","2","5","2","6","1","7","7","1","6","2","6","5","5","2","1","5","6","1","2","1","5","2"
"FOODS_3_362_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","39","6","4"
"FOODS_3_363_TX_3_validation","2","13","1","1","2","28","4","2","1","1","2","24","13","26","13","13","2","13","26","2","13","21","13","1","2","2","13","25"
"FOODS_3_364_TX_3_validation","1","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","2","2","1","1","1","2","1","1"
"FOODS_3_365_TX_3_validation","1","1","1","1","1","1","2","2","2","1","1","1","1","1","1","1","2","1","1","1","1","1","2","1","2","1","1","1"
"FOODS_3_366_TX_3_validation","4","2","1","4","5","1","1","1","2","1","1","2","1","1","2","1","2","1","1","1","3","2","2","1","1","3","2","1"
"FOODS_3_367_TX_3_validation","2","8","1","1","2","10","7","1","10","1","10","1","2","2","2","1","8","1","2","2","2","9","2","9","1","8","2","2"
"FOODS_3_368_TX_3_validation","16","3","19","1","16","17","2","18","17","16","2","2","13","16","3","22","17","18","21","13","16","18","20","18","16","18","18","2"
"FOODS_3_369_TX_3_validation","2","1","2","1","1","4","1","1","1","1","1","1","2","2","2","1","1","2","1","1","2","2","2","1","1","1","1","1"
"FOODS_3_370_TX_3_validation","6","27","5","25","25","7","28","25","4","26","4","6","24","24","26","9","7","7","3","4","11","6","15","27","6","3","27","10"
